,unit_id,isp,TECHNOLOGY,SK down,SK UP,timezone_offset,timezone_offset_dst,STATE,REGION
599,6560,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
600,6583,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
601,6585,Comcast,CABLE,105,10,-8,-7,CA,WEST
602,6601,Cox,CABLE,25,5,-8,-7,CA,WEST
603,6613,AT&T,DSL,6,0.512,-8,-7,CA,WEST
604,6638,Verizon,FIBER,50,50,-8,-7,CA,WEST
605,6668,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
606,6679,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
607,6701,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
608,6748,Comcast,CABLE,50,5,-8,-7,CA,WEST
609,6781,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
610,6790,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
611,6797,Cox,CABLE,25,5,-8,-7,CA,WEST
612,6798,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
613,6808,Comcast,CABLE,105,10,-8,-7,CA,WEST
614,6814,Verizon,FIBER,25,25,-8,-7,CA,WEST
619,6992,AT&T,DSL,12,1.5,-8,-7,CA,WEST
620,7017,AT&T,DSL,18,1.5,-8,-7,CA,WEST
621,7026,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
622,7032,Cox,CABLE,25,5,-8,-7,CA,WEST
624,7126,Cox,CABLE,50,10,-8,-7,CA,WEST
625,7180,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
626,7203,Charter,CABLE,60,4,-8,-7,CA,WEST
627,7274,Charter,CABLE,60,4,-8,-7,CA,WEST
628,7324,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
629,7352,AT&T,DSL,12,1,-8,-7,CA,WEST
630,7370,Verizon,FIBER,35,35,-8,-7,CA,WEST
631,7416,AT&T,DSL,18,1.5,-8,-7,CA,WEST
632,7450,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
633,7463,AT&T,DSL,12,1.5,-8,-7,CA,WEST
634,7502,Charter,CABLE,100,5,-8,-7,CA,WEST
635,7542,Verizon,FIBER,15,5,-8,-7,CA,WEST
636,7546,Time Warner Cable,CABLE,10,1,-8,-7,CA,WEST
637,7565,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-8,-7,CA,WEST
638,7575,Charter,CABLE,15,3,-8,-7,CA,WEST
639,7603,AT&T,DSL,1.5,0.384,-8,-7,CA,WEST
640,7609,AT&T,DSL,3,0.512,-8,-7,CA,WEST
641,7669,AT&T,DSL,12,1,-8,-7,CA,WEST
642,7706,Verizon,FIBER,35,35,-8,-7,CA,WEST
643,7731,AT&T,DSL,18,1.5,-8,-7,CA,WEST
644,7759,Comcast,CABLE,105,10,-8,-7,CA,WEST
645,7770,Charter,CABLE,100,5,-8,-7,CA,WEST
646,7777,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
647,7778,Comcast,CABLE,50,5,-8,-7,CA,WEST
648,7789,Cox,CABLE,25,5,-8,-7,CA,WEST
650,7885,Charter,CABLE,30,4,-8,-7,CA,WEST
651,7890,Brighthouse,CABLE,60,5,-8,-7,CA,WEST
653,7931,Comcast,CABLE,105,10,-8,-7,CA,WEST
654,7974,AT&T,DSL,12,1.5,-8,-7,CA,WEST
656,8083,Cox,CABLE,25,5,-8,-7,CA,WEST
657,8112,Cox,CABLE,5,1,-8,-7,CA,WEST
658,8121,Time Warner Cable,CABLE,3,1,-8,-7,CA,WEST
660,8163,Cox,CABLE,25,5,-8,-7,CA,WEST
661,8172,Time Warner Cable,CABLE,10,1,-8,-7,CA,WEST
662,8181,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
663,8197,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
664,8198,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
665,8218,Time Warner Cable,CABLE,100,5,-8,-7,CA,WEST
666,8220,Charter,CABLE,60,4,-8,-7,CA,WEST
667,8224,Brighthouse,CABLE,1,0.512,-8,-7,CA,WEST
668,8233,AT&T,DSL,6,0.768,-8,-7,CA,WEST
669,8252,Time Warner Cable,CABLE,15,2,-8,-7,CA,WEST
670,8254,AT&T,DSL,45,6,-8,-7,CA,WEST
671,8256,Cox,CABLE,1,0.384,-8,-7,CA,WEST
672,8308,Charter,CABLE,60,4,-8,-7,CA,WEST
673,8330,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
674,8341,Comcast,CABLE,50,5,-8,-7,CA,WEST
675,8370,Mediacom,CABLE,15,1,-8,-7,CA,WEST
676,8409,Cox,CABLE,25,5,-8,-7,CA,WEST
677,8411,AT&T,DSL,6,0.512,-8,-7,CA,WEST
678,8424,AT&T,DSL,24,3,-6,-5,CA,WEST
680,8448,Cox,CABLE,5,1,-8,-7,CA,WEST
682,8543,Cox,CABLE,25,5,-8,-7,CA,WEST
683,8629,Cox,CABLE,25,5,-8,-7,CA,WEST
684,8645,Brighthouse,CABLE,30,2,-8,-7,CA,WEST
685,8703,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
686,8725,Qwest,DSL,20,0.896,-8,-7,CA,WEST
687,8735,Time Warner Cable,CABLE,100,5,-8,-7,CA,WEST
688,8744,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
689,8801,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
690,8826,Cox,CABLE,25,5,-8,-7,CA,WEST
691,8852,Verizon,FIBER,15,15,-8,-7,CA,WEST
692,8871,Cox,CABLE,5,1,-8,-7,CA,WEST
693,9000,Comcast,CABLE,105,10,-8,-7,CA,WEST
694,9014,Cox,CABLE,25,5,-8,-7,CA,WEST
695,9055,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
696,9071,Charter,CABLE,60,4,-8,-7,CA,WEST
697,9117,AT&T,DSL,12,1.5,-8,-7,CA,WEST
699,9164,Charter,CABLE,30,4,-8,-7,CA,WEST
700,9218,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
701,9224,AT&T,DSL,3,0.384,-8,-7,CA,WEST
702,9235,Charter,CABLE,60,4,-8,-7,CA,WEST
703,9250,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
704,9257,Verizon,FIBER,35,35,-8,-7,CA,WEST
705,9294,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
706,9344,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
707,9360,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
708,9416,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
709,9467,Charter,CABLE,60,4,-8,-7,CA,WEST
710,9477,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
711,9478,Comcast,CABLE,50,5,-8,-7,CA,WEST
712,9493,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
714,9541,AT&T,DSL,3,1,-8,-7,CA,WEST
715,9561,Frontier,DSL,3,0.384,-8,-7,CA,WEST
716,9574,AT&T,DSL,24,3,-8,-7,CA,WEST
717,9588,AT&T,DSL,24,3,-8,-7,CA,WEST
719,9617,Charter,CABLE,60,4,-8,-7,CA,WEST
720,9682,Charter,CABLE,60,4,-8,-7,CA,WEST
721,9701,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
722,9702,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
723,9709,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
724,9727,Comcast,CABLE,50,5,-8,-7,CA,WEST
725,9766,Comcast,CABLE,25,5,-8,-7,CA,WEST
726,9858,AT&T,DSL,12,1.5,-8,-7,CA,WEST
727,10055,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
729,10137,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
730,10164,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
731,10188,Comcast,CABLE,50,5,-8,-7,CA,WEST
734,10257,Comcast,CABLE,25,5,-8,-7,CA,WEST
735,10337,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
736,10348,Verizon,FIBER,75,35,-8,-7,CA,WEST
737,10367,Charter,CABLE,60,4,-8,-7,CA,WEST
738,10397,Verizon,FIBER,15,5,-8,-7,CA,WEST
739,10420,CenturyLink,DSL,10,0.768,-8,-7,CA,WEST
740,10432,Time Warner Cable,CABLE,15,2,-8,-7,CA,WEST
741,10448,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
742,10450,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
743,10451,Verizon,FIBER,25,25,-8,-7,CA,WEST
744,10474,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
745,10477,Comcast,CABLE,50,5,-8,-7,CA,WEST
746,10492,Charter,CABLE,30,4,-8,-7,CA,WEST
747,10513,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
748,10559,AT&T,DSL,3,0.512,-8,-7,CA,WEST
749,10580,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
750,10593,Time Warner Cable,CABLE,3,1,-8,-7,CA,WEST
751,10654,Charter,CABLE,60,4,-8,-7,CA,WEST
752,10669,Charter,CABLE,60,4,-8,-7,CA,WEST
753,10699,Charter,CABLE,30,4,-8,-7,CA,WEST
754,10780,AT&T,DSL,6,0.512,-8,-7,CA,WEST
756,10812,Charter,CABLE,60,4,-8,-7,CA,WEST
757,10865,Charter,CABLE,15,3,-8,-7,CA,WEST
758,10867,Charter,CABLE,30,4,-8,-7,CA,WEST
759,10874,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
760,10880,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
763,10945,Charter,CABLE,60,4,-8,-7,CA,WEST
764,11009,Brighthouse,CABLE,10,1,-8,-7,CA,WEST
765,11031,Charter,CABLE,15,3,-8,-7,CA,WEST
766,11047,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
767,11064,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
768,11066,Charter,CABLE,60,4,-8,-7,CA,WEST
769,11077,Cablevision,CABLE,15,5,-8,-7,CA,WEST
770,11142,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
771,11148,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
772,11150,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
773,11185,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
774,11198,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
775,11213,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
776,11230,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
777,11237,Charter,CABLE,60,4,-8,-7,CA,WEST
778,11264,Time Warner Cable,CABLE,15,2,-8,-7,CA,WEST
779,11284,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
780,11298,Charter,CABLE,60,4,-8,-7,CA,WEST
781,11349,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
782,11362,AT&T,DSL,6,0.512,-8,-7,CA,WEST
783,11393,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
784,11395,Comcast,CABLE,50,5,-8,-7,CA,WEST
785,11429,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
786,11431,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
787,11434,Comcast,CABLE,50,5,-8,-7,CA,WEST
788,11438,Charter,CABLE,60,4,-8,-7,CA,WEST
791,11479,AT&T,DSL,45,6,-8,-7,CA,WEST
792,11601,AT&T,DSL,24,3,-8,-7,CA,WEST
793,11609,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
795,11620,Verizon,FIBER,15,15,-8,-7,CA,WEST
796,11674,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
797,11677,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
798,11713,Charter,CABLE,60,4,-8,-7,CA,WEST
800,11878,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
801,11892,AT&T,DSL,6,1,-8,-7,CA,WEST
802,11898,Time Warner Cable,CABLE,3,1,-8,-7,CA,WEST
803,11902,AT&T,DSL,6,1,-8,-7,CA,WEST
804,11909,AT&T,DSL,12,1.5,-8,-7,CA,WEST
806,11930,Comcast,CABLE,105,10,-8,-7,CA,WEST
807,12004,Verizon,FIBER,25,25,-8,-7,CA,WEST
808,12033,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
809,12062,Charter,CABLE,15,3,-8,-7,CA,WEST
810,12143,Charter,CABLE,60,4,-8,-7,CA,WEST
811,12174,Charter,CABLE,60,4,-8,-7,CA,WEST
812,12193,Charter,CABLE,60,4,-8,-7,CA,WEST
813,12211,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
814,12213,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
815,12233,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
816,12266,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-8,-7,CA,WEST
817,12268,Time Warner Cable,CABLE,3,1,-8,-7,CA,WEST
821,12350,Time Warner Cable,CABLE,20,2,-5,-4,CA,WEST
823,12354,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
825,12361,Charter,CABLE,60,4,-8,-7,CA,WEST
826,12374,Time Warner Cable,CABLE,5,1,-8,-7,CA,WEST
827,12410,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
828,12425,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
829,12458,Charter,CABLE,60,4,-8,-7,CA,WEST
830,12463,AT&T,DSL,6,0.512,-8,-7,CA,WEST
831,12478,Time Warner Cable,CABLE,20,5,-8,-7,CA,WEST
832,12492,Charter,CABLE,60,4,-8,-7,CA,WEST
833,12494,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
834,12496,Charter,CABLE,60,4,-8,-7,CA,WEST
836,12514,AT&T,DSL,18,1.5,-8,-7,CA,WEST
837,12521,Time Warner Cable,CABLE,20,5,-8,-7,CA,WEST
838,12545,Cox,CABLE,25,5,-8,-7,CA,WEST
839,12551,Charter,CABLE,15,3,-8,-7,CA,WEST
840,12552,Comcast,CABLE,105,10,-8,-7,CA,WEST
842,12606,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
843,12616,Comcast,CABLE,105,10,-8,-7,CA,WEST
844,12623,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
845,12624,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
846,12642,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
847,12646,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
848,12658,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
849,12681,Comcast,CABLE,105,10,-8,-7,CA,WEST
850,12699,Comcast,CABLE,105,10,-8,-7,CA,WEST
851,12708,Time Warner Cable,CABLE,20,5,-8,-7,CA,WEST
852,12742,Verizon,FIBER,15,5,-8,-7,CA,WEST
854,12781,Charter,CABLE,60,4,-8,-7,CA,WEST
855,12796,Time Warner Cable,CABLE,10,1,-8,-7,CA,WEST
856,12812,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
857,12814,Cox,CABLE,25,5,-8,-7,CA,WEST
858,12834,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
859,12841,Verizon,FIBER,50,50,-8,-7,CA,WEST
860,12843,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
862,12875,Time Warner Cable,CABLE,3,1,-8,-7,CA,WEST
863,12916,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
864,12931,AT&T,DSL,12,1.5,-8,-7,CA,WEST
865,12959,Verizon,FIBER,75,75,-8,-7,CA,WEST
866,12962,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
867,12968,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
868,12980,Charter,CABLE,60,4,-8,-7,CA,WEST
870,13008,AT&T,DSL,6,1,-8,-7,CA,WEST
871,13012,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-8,-7,CA,WEST
872,13013,Time Warner Cable,CABLE,3,1,-8,-7,CA,WEST
874,13178,Verizon,FIBER,75,75,-8,-7,CA,WEST
875,13407,AT&T,DSL,6,0.512,-8,-7,CA,WEST
876,13441,AT&T,DSL,12,1.5,-8,-7,CA,WEST
878,13481,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
880,13511,Verizon,FIBER,25,25,-8,-7,CA,WEST
881,13682,Charter,CABLE,15,3,-8,-7,CA,WEST
883,14698,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
885,26063,Charter,CABLE,60,4,-8,-7,CA,WEST
886,26073,Cox,CABLE,5,1,-8,-7,CA,WEST
887,26944,AT&T,DSL,12,1.5,-8,-7,CA,WEST
888,26957,AT&T,DSL,18,1,-8,-7,CA,WEST
889,26960,Comcast,CABLE,50,5,-8,-7,CA,WEST
890,26962,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
891,27038,AT&T,DSL,12,1.5,-8,-7,CA,WEST
892,27046,AT&T,DSL,6,1,-8,-7,CA,WEST
893,27048,Frontier,DSL,3,0.384,-8,-7,CA,WEST
894,27114,Comcast,CABLE,50,10,-8,-7,CA,WEST
895,27115,AT&T,DSL,24,3,-8,-7,CA,WEST
896,27168,Verizon,FIBER,50,50,-8,-7,CA,WEST
897,27174,AT&T,DSL,12,1,-8,-7,CA,WEST
898,27175,Time Warner Cable,CABLE,100,5,-8,-7,CA,WEST
899,27211,Verizon,FIBER,75,75,-8,-7,CA,WEST
900,27213,Verizon,FIBER,35,35,-8,-7,CA,WEST
901,27214,Verizon,FIBER,25,25,-8,-7,CA,WEST
902,27215,Verizon,FIBER,75,75,-8,-7,CA,WEST
903,27218,Verizon,FIBER,15,15,-8,-7,CA,WEST
904,27223,Verizon,FIBER,35,35,-8,-7,CA,WEST
905,27230,Verizon,FIBER,75,75,-8,-7,CA,WEST
906,27234,Charter,CABLE,60,4,-8,-7,CA,WEST
907,27237,Cox,CABLE,25,5,-8,-7,CA,WEST
908,27258,Verizon,FIBER,25,25,-8,-7,CA,WEST
909,27260,Verizon,FIBER,50,50,-8,-7,CA,WEST
911,27270,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
912,27279,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
913,27281,Verizon,FIBER,75,35,-8,-7,CA,WEST
914,28835,Cox,CABLE,25,5,-8,-7,CA,WEST
915,28837,Cox,CABLE,25,5,-8,-7,CA,WEST
916,28838,Cox,CABLE,25,5,-8,-7,CA,WEST
917,28839,Cox,CABLE,25,5,-8,-7,CA,WEST
918,28840,Cox,CABLE,25,5,-8,-7,CA,WEST
919,28841,Cox,CABLE,25,5,-8,-7,CA,WEST
920,28842,Cox,CABLE,25,5,-8,-7,CA,WEST
921,28845,Cox,CABLE,25,5,-8,-7,CA,WEST
922,28847,Verizon,FIBER,75,35,-8,-7,CA,WEST
923,28849,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
924,28850,Cox,CABLE,25,5,-8,-7,CA,WEST
925,28881,AT&T,DSL,18,1.5,-8,-7,CA,WEST
926,28882,Cox,CABLE,25,5,-8,-7,CA,WEST
927,28987,Cox,CABLE,25,5,-8,-7,CA,WEST
928,28991,Verizon,FIBER,15,15,-8,-7,CA,WEST
929,28992,Cox,CABLE,25,5,-8,-7,CA,WEST
930,28993,Cox,CABLE,25,5,-8,-7,CA,WEST
931,29006,Cox,CABLE,25,5,-8,-7,CA,WEST
932,29007,Cox,CABLE,25,5,-8,-7,CA,WEST
933,29693,Cox,CABLE,50,10,-6,-5,CA,WEST
934,29696,Cox,CABLE,25,5,-6,-5,CA,WEST
935,29731,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-6,-5,CA,WEST
936,30653,AT&T,DSL,45,6,-6,-5,CA,WEST
937,30654,Charter,CABLE,100,5,-8,-7,CA,WEST
938,30668,Verizon,FIBER,50,50,-5,-4,CA,WEST
939,32388,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,CA,WEST
940,32390,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,CA,WEST
942,32459,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
943,32510,Verizon,FIBER,75,75,-6,-5,CA,WEST
944,32548,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,CA,WEST
945,32573,Wildblue/ViaSat,SATELLITE,12,3,-8,-7,CA,WEST
947,87334,Verizon,FIBER,50,50,-6,-5,CA,WEST
948,132344,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
949,146214,Frontier,DSL,3,0.768,-6,-5,CA,WEST
951,171678,Cox,CABLE,25,5,-6,-5,CA,WEST
954,207650,Comcast,CABLE,105,10,-6,-5,CA,WEST
955,210402,AT&T,DSL,6,0.512,-8,-7,CA,WEST
956,210448,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
957,210450,AT&T,DSL,12,1.5,-8,-7,CA,WEST
958,210454,Verizon,FIBER,150,150,-8,-7,CA,WEST
959,211530,Verizon,FIBER,50,50,-8,-7,CA,WEST
960,213598,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
961,213606,Time Warner Cable,CABLE,30,5,-8,-7,CA,WEST
962,213618,Comcast,CABLE,50,5,-8,-7,CA,WEST
963,213620,Frontier,DSL,6,0.384,-8,-7,CA,WEST
965,213628,Charter,CABLE,30,4,-8,-7,CA,WEST
966,214040,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
967,214042,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-8,-7,CA,WEST
968,214046,Cox,CABLE,5,1,-8,-7,CA,WEST
969,214050,Cox,CABLE,25,5,-8,-7,CA,WEST
970,214052,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-8,-7,CA,WEST
971,214070,AT&T,DSL,12,1.5,-8,-7,CA,WEST
972,214176,Charter,CABLE,100,5,-8,-7,CA,WEST
973,214178,Charter,CABLE,100,5,-8,-7,CA,WEST
974,214612,AT&T,DSL,18,1.5,-8,-7,CA,WEST
975,214668,Charter,CABLE,60,4,-8,-7,CA,WEST
977,215696,Comcast,CABLE,50,10,-8,-7,CA,WEST
978,215698,AT&T,DSL,6,1,-8,-7,CA,WEST
980,215718,Charter,CABLE,60,4,-8,-7,CA,WEST
981,215724,Charter,CABLE,30,4,-8,-7,CA,WEST
983,216008,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
984,216066,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
985,216146,AT&T,DSL,18,1.5,-8,-7,CA,WEST
987,216246,Verizon,FIBER,75,75,-8,-7,CA,WEST
989,216642,Frontier,DSL,6,0.768,-8,-7,CA,WEST
990,216692,Cox,CABLE,25,5,-6,-5,CA,WEST
991,216748,Charter,CABLE,100,5,-8,-7,CA,WEST
992,216760,Cox,CABLE,50,10,-8,-7,CA,WEST
993,216826,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
994,217150,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
995,217152,Charter,CABLE,100,5,-8,-7,CA,WEST
996,217174,Charter,CABLE,30,4,-8,-7,CA,WEST
997,217188,Cox,CABLE,50,5,-6,-5,CA,WEST
998,217196,Frontier,DSL,6,0.384,-8,-7,CA,WEST
1000,217759,Frontier,DSL,3,0.384,-8,-7,CA,WEST
1002,232442,Cablevision,CABLE,15,5,-5,-4,CA,WEST
1003,232466,Comcast,CABLE,50,5,-8,-7,CA,WEST
1004,244804,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
1005,244890,AT&T,DSL,18,1.5,-8,-7,CA,WEST
1006,248160,Charter,CABLE,60,4,-8,-7,CA,WEST
1008,248164,Comcast,CABLE,50,5,-8,-7,CA,WEST
1009,256968,Charter,CABLE,60,4,-8,-7,CA,WEST
1010,362326,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
1011,435514,Charter,CABLE,60,4,-8,-7,CA,WEST
1012,451108,Verizon,FIBER,15,15,-8,-7,CA,WEST
1013,451110,Cox,CABLE,50,10,-8,-7,CA,WEST
1015,473286,Cox,CABLE,100,20,-8,-7,CA,WEST
1016,496208,Cox,CABLE,50,10,-5,-4,CA,WEST
1017,496226,Comcast,CABLE,25,5,-6,-5,CA,WEST
1018,566338,Comcast,CABLE,50,5,-8,-7,CA,WEST
1019,566350,Cox,CABLE,25,5,-8,-7,CA,WEST
1020,578300,AT&T,DSL,24,3,-8,-7,CA,WEST
1021,599902,Cox,CABLE,5,1,-8,-7,CA,WEST
1022,599910,Cox,CABLE,25,5,-8,-7,CA,WEST
1023,599912,Cox,CABLE,150,20,-8,-7,CA,WEST
1025,599918,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
1026,599924,Comcast,CABLE,50,5,-8,-7,CA,WEST
1027,599958,Comcast,CABLE,50,5,-8,-7,CA,WEST
1028,600902,Charter,CABLE,30,4,-8,-7,CA,WEST
1029,605686,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1030,605688,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1031,605690,Cox,CABLE,25,5,-8,-7,CA,WEST
1032,605692,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1033,605978,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
1035,606890,AT&T,DSL,18,1.5,-8,-7,CA,WEST
1037,614168,AT&T,DSL,12,1,-8,-7,CA,WEST
1038,614170,Time Warner Cable,CABLE,100,5,-8,-7,CA,WEST
1039,614172,Time Warner Cable,CABLE,100,5,-8,-7,CA,WEST
1040,614176,AT&T,DSL,18,1.5,-8,-7,CA,WEST
1041,614180,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1042,614182,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
1043,614184,Hughes,SATELLITE,5,1,-8,-7,CA,WEST
1044,614186,Comcast,CABLE,105,10,-8,-7,CA,WEST
1045,614188,Hughes,SATELLITE,5,1,-8,-7,CA,WEST
1047,614192,AT&T,DSL,0.768,0.384,-8,-7,CA,WEST
1048,614194,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1049,614210,Comcast,CABLE,105,10,-8,-7,CA,WEST
1050,614984,Comcast,CABLE,50,5,-8,-7,CA,WEST
1051,615020,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
1052,615040,Comcast,CABLE,3,1,-8,-7,CA,WEST
1053,615058,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
1054,615114,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
1055,615136,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1056,615174,Hughes,SATELLITE,5,1,-8,-7,CA,WEST
1057,615266,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1058,615268,Hughes,SATELLITE,5,1,-8,-7,CA,WEST
1059,615270,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
1060,615272,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
1061,615274,AT&T,DSL,24,3,-8,-7,CA,WEST
1062,615562,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
1063,619854,AT&T,DSL,45,6,-8,-7,CA,WEST
1065,621684,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
1067,623956,AT&T,DSL,6,1,-8,-7,CA,WEST
1068,623976,Hughes,SATELLITE,10,1,-8,-7,CA,WEST
