,Provider,State,Weight,Technology,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
219,"AT&T Services, Inc.",North Carolina,10408.16,Other,12.0,1.5,250,56.0,0.0,0.0,56.0,0.0,Yes
220,"AT&T Services, Inc.",North Carolina,11633.16,Other,12.0,1.5,250,56.0,0.0,0.0,56.0,0.0,Yes
221,"AT&T Services, Inc.",North Carolina,11850.16,Other,12.0,1.5,250,56.0,0.0,0.0,56.0,0.0,Yes
222,"AT&T Services, Inc.",North Carolina,10408.16,Other,18.0,1.5,250,61.0,0.0,0.0,61.0,0.0,Yes
223,"AT&T Services, Inc.",North Carolina,11633.16,Other,18.0,1.5,250,61.0,0.0,0.0,61.0,0.0,Yes
224,"AT&T Services, Inc.",North Carolina,11850.16,Other,18.0,1.5,250,61.0,0.0,0.0,61.0,0.0,Yes
225,"AT&T Services, Inc.",North Carolina,10408.16,Other,24.0,3.0,250,71.0,0.0,0.0,71.0,0.0,Yes
226,"AT&T Services, Inc.",North Carolina,11633.16,Other,24.0,3.0,250,71.0,0.0,0.0,71.0,0.0,Yes
227,"AT&T Services, Inc.",North Carolina,11850.16,Other,24.0,3.0,250,71.0,0.0,0.0,71.0,0.0,Yes
228,"AT&T Services, Inc.",North Carolina,10408.16,Other,45.0,6.0,250,81.0,0.0,0.0,81.0,0.0,No
229,"AT&T Services, Inc.",North Carolina,11633.16,Other,45.0,6.0,250,81.0,0.0,0.0,81.0,0.0,No
230,"AT&T Services, Inc.",North Carolina,11850.16,Other,45.0,6.0,250,81.0,0.0,0.0,81.0,0.0,No
231,"AT&T Services, Inc.",Ohio,5226.08,DSL,0.75,0.375,150,36.0,0.0,0.0,36.0,0.0,No
232,"AT&T Services, Inc.",Ohio,5618.08,DSL,0.75,0.375,150,36.0,0.0,0.0,36.0,0.0,No
233,"AT&T Services, Inc.",Ohio,11170.16,DSL,0.75,0.375,150,36.0,0.0,0.0,36.0,0.0,No
234,"AT&T Services, Inc.",Ohio,11252.16,DSL,0.75,0.375,150,36.0,0.0,0.0,36.0,0.0,No
235,"AT&T Services, Inc.",Ohio,5226.08,DSL,1.5,0.375,150,44.0,0.0,0.0,44.0,0.0,No
236,"AT&T Services, Inc.",Ohio,5618.08,DSL,1.5,0.375,150,44.0,0.0,0.0,44.0,0.0,No
237,"AT&T Services, Inc.",Ohio,11170.16,DSL,1.5,0.375,150,44.0,0.0,0.0,44.0,0.0,No
238,"AT&T Services, Inc.",Ohio,11252.16,DSL,1.5,0.375,150,44.0,0.0,0.0,44.0,0.0,No
239,"AT&T Services, Inc.",Ohio,5226.08,DSL,3.0,0.5,150,49.0,0.0,0.0,49.0,0.0,Yes
240,"AT&T Services, Inc.",Ohio,5585.08,DSL,3.0,0.5,150,49.0,0.0,0.0,49.0,0.0,Yes
241,"AT&T Services, Inc.",Ohio,5618.08,DSL,3.0,0.5,150,49.0,0.0,0.0,49.0,0.0,Yes
242,"AT&T Services, Inc.",Ohio,5626.08,DSL,3.0,0.5,150,49.0,0.0,0.0,49.0,0.0,Yes
243,"AT&T Services, Inc.",Ohio,5226.08,DSL,6.0,0.75,150,54.0,0.0,0.0,54.0,0.0,Yes
244,"AT&T Services, Inc.",Ohio,5585.08,DSL,6.0,0.75,150,54.0,0.0,0.0,54.0,0.0,Yes
245,"AT&T Services, Inc.",Ohio,5618.08,DSL,6.0,0.75,150,54.0,0.0,0.0,54.0,0.0,Yes
246,"AT&T Services, Inc.",Ohio,5626.08,DSL,6.0,0.75,150,54.0,0.0,0.0,54.0,0.0,Yes
247,"AT&T Services, Inc.",Ohio,11170.16,DSL,45.0,6.0,250,81.0,0.0,0.0,81.0,0.0,No
248,"AT&T Services, Inc.",Ohio,5226.08,Other,0.75,0.375,250,33.0,0.0,0.0,33.0,0.0,No
249,"AT&T Services, Inc.",Ohio,5618.08,Other,0.75,0.375,250,33.0,0.0,0.0,33.0,0.0,No
250,"AT&T Services, Inc.",Ohio,5226.08,Other,1.5,0.375,250,41.0,0.0,0.0,41.0,0.0,No
251,"AT&T Services, Inc.",Ohio,5618.08,Other,1.5,0.375,250,41.0,0.0,0.0,41.0,0.0,No
252,"AT&T Services, Inc.",Ohio,5226.08,Other,3.0,0.5,250,46.0,0.0,0.0,46.0,0.0,Yes
253,"AT&T Services, Inc.",Ohio,5618.08,Other,3.0,0.5,250,46.0,0.0,0.0,46.0,0.0,Yes
254,"AT&T Services, Inc.",Ohio,5585.08,Other,3.0,1.0,250,46.0,0.0,0.0,46.0,0.0,Yes
255,"AT&T Services, Inc.",Ohio,5626.08,Other,3.0,1.0,250,46.0,0.0,0.0,46.0,0.0,Yes
256,"AT&T Services, Inc.",Ohio,5226.08,Other,6.0,0.75,250,51.0,0.0,0.0,51.0,0.0,Yes
257,"AT&T Services, Inc.",Ohio,5618.08,Other,6.0,0.75,250,51.0,0.0,0.0,51.0,0.0,Yes
258,"AT&T Services, Inc.",Ohio,5585.08,Other,6.0,1.0,250,51.0,0.0,0.0,51.0,0.0,Yes
259,"AT&T Services, Inc.",Ohio,5626.08,Other,6.0,1.0,250,51.0,0.0,0.0,51.0,0.0,Yes
260,"AT&T Services, Inc.",Ohio,10452.16,Other,12.0,0.8,250,56.0,0.0,0.0,56.0,0.0,Yes
261,"AT&T Services, Inc.",Ohio,11236.16,Other,12.0,0.8,250,56.0,0.0,0.0,56.0,0.0,Yes
262,"AT&T Services, Inc.",Ohio,11170.16,Other,12.0,1.5,250,56.0,0.0,0.0,56.0,0.0,Yes
263,"AT&T Services, Inc.",Ohio,11252.16,Other,12.0,1.5,250,56.0,0.0,0.0,56.0,0.0,Yes
264,"AT&T Services, Inc.",Ohio,10452.16,Other,18.0,0.8,250,61.0,0.0,0.0,61.0,0.0,Yes
265,"AT&T Services, Inc.",Ohio,11236.16,Other,18.0,0.8,250,61.0,0.0,0.0,61.0,0.0,Yes
266,"AT&T Services, Inc.",Ohio,11170.16,Other,18.0,1.5,250,61.0,0.0,0.0,61.0,0.0,Yes
267,"AT&T Services, Inc.",Ohio,11252.16,Other,18.0,1.5,250,61.0,0.0,0.0,61.0,0.0,Yes
268,"AT&T Services, Inc.",Ohio,11170.16,Other,24.0,3.0,250,71.0,0.0,0.0,71.0,0.0,Yes
269,"AT&T Services, Inc.",Ohio,11252.16,Other,24.0,3.0,250,71.0,0.0,0.0,71.0,0.0,Yes
270,"AT&T Services, Inc.",Ohio,11252.16,Other,45.0,6.0,250,81.0,0.0,0.0,81.0,0.0,No
271,"AT&T Services, Inc.",Texas,5732.08,DSL,0.75,0.375,150,36.0,0.0,0.0,36.0,0.0,No
272,"AT&T Services, Inc.",Texas,5732.08,DSL,1.5,0.375,150,44.0,0.0,0.0,44.0,0.0,No
273,"AT&T Services, Inc.",Texas,5732.08,DSL,3.0,0.5,150,49.0,0.0,0.0,49.0,0.0,Yes
274,"AT&T Services, Inc.",Texas,5732.08,DSL,6.0,0.75,150,54.0,0.0,0.0,54.0,0.0,Yes
275,"AT&T Services, Inc.",Texas,5732.08,Other,0.75,0.375,250,33.0,0.0,0.0,33.0,0.0,No
276,"AT&T Services, Inc.",Texas,5732.08,Other,1.5,0.375,250,41.0,0.0,0.0,41.0,0.0,No
277,"AT&T Services, Inc.",Texas,5732.08,Other,3.0,0.5,250,46.0,0.0,0.0,46.0,0.0,Yes
278,"AT&T Services, Inc.",Texas,5732.08,Other,6.0,0.75,250,51.0,0.0,0.0,51.0,0.0,Yes
279,"AT&T Services, Inc.",Texas,11464.16,Other,12.0,0.8,250,56.0,0.0,0.0,56.0,0.0,Yes
280,"AT&T Services, Inc.",Wisconsin,12272.16,DSL,0.75,0.375,150,36.0,0.0,0.0,36.0,0.0,No
281,"AT&T Services, Inc.",Wisconsin,12272.16,DSL,1.5,0.375,150,44.0,0.0,0.0,44.0,0.0,No
282,"AT&T Services, Inc.",Wisconsin,6136.08,DSL,3.0,0.5,150,49.0,0.0,0.0,49.0,0.0,Yes
283,"AT&T Services, Inc.",Wisconsin,6136.08,DSL,6.0,0.75,150,54.0,0.0,0.0,54.0,0.0,Yes
284,"AT&T Services, Inc.",Wisconsin,6136.08,Other,3.0,1.0,250,46.0,0.0,0.0,46.0,0.0,Yes
285,"AT&T Services, Inc.",Wisconsin,6136.08,Other,6.0,1.0,250,51.0,0.0,0.0,51.0,0.0,Yes
286,"AT&T Services, Inc.",Wisconsin,12272.16,Other,12.0,1.5,250,56.0,0.0,0.0,56.0,0.0,Yes
287,"AT&T Services, Inc.",Wisconsin,12272.16,Other,18.0,1.5,250,61.0,0.0,0.0,61.0,0.0,Yes
288,"AT&T Services, Inc.",Wisconsin,12272.16,Other,24.0,3.0,250,71.0,0.0,0.0,71.0,0.0,Yes
289,"AT&T Services, Inc.",Wisconsin,12272.16,Other,45.0,6.0,250,81.0,0.0,0.0,81.0,0.0,No
290,Beehive Broadband LLC UTAH,Utah,1835.0,FTTH,100.0,20.0,Unlimited,59.95,0.0,0.0,59.95,0.0,No
291,Beehive Broadband LLC UTAH,Utah,1835.0,FTTH,1000.0,100.0,Unlimited,99.95,0.0,0.0,99.95,0.0,No
292,"BENTON CABLEVISION, INC.",Minnesota,1198.0,Cable,1.5,1.0,Unlimited,49.95,0.0,0.0,49.95,0.0,No
293,"BENTON CABLEVISION, INC.",Minnesota,1198.0,Cable,3.0,1.0,Unlimited,54.95,0.0,0.0,54.95,0.0,Yes
294,"BENTON CABLEVISION, INC.",Minnesota,1198.0,Cable,5.0,1.0,Unlimited,64.95,0.0,0.0,64.95,0.0,Yes
295,"BENTON CABLEVISION, INC.",Minnesota,1198.0,Cable,7.0,1.0,Unlimited,89.95,0.0,0.0,89.95,0.0,Yes
296,"BENTON CABLEVISION, INC.",Minnesota,1198.0,Cable,10.0,1.0,Unlimited,99.95,0.0,0.0,99.95,0.0,Yes
297,BlountBroadband LLC,Alabama,650.75,Fixed wireless,1.0,0.5,Unlimited,30.0,0.0,0.0,30.0,0.0,No
298,BlountBroadband LLC,Alabama,650.75,Fixed wireless,3.0,1.0,Unlimited,50.0,0.0,0.0,50.0,0.0,Yes
299,BlountBroadband LLC,Alabama,650.75,Fixed wireless,5.0,2.0,Unlimited,75.0,0.0,0.0,75.0,0.0,Yes
300,Blountsville Telephone LLC,Alabama,650.75,DSL,1.0,1.0,Unlimited,48.95,4.21,0.0,53.16,0.0,No
301,Blountsville Telephone LLC,Alabama,650.75,DSL,4.0,1.0,Unlimited,65.95,4.21,0.0,70.16,0.0,Yes
302,Blountsville Telephone LLC,Alabama,650.75,DSL,8.0,1.0,Unlimited,82.95,4.21,0.0,87.16,0.0,Yes
303,Blountsville Telephone LLC,Alabama,650.75,DSL,12.0,1.0,Unlimited,100.95,4.21,0.0,105.16,0.0,Yes
304,Blountsville Telephone LLC,Alabama,650.75,DSL,25.0,2.0,Unlimited,122.95,4.21,0.0,127.16,0.0,Yes
305,"Blue Ridge Cable Technologies, Inc.",Pennsylvania,459.0,Cable,1.5,0.375,150,42.95,0.0,0.0,42.95,0.0,No
306,"Blue Ridge Cable Technologies, Inc.",Pennsylvania,459.0,Cable,5.0,0.375,250,52.95,0.0,0.0,52.95,0.0,Yes
307,"Blue Ridge Cable Technologies, Inc.",Pennsylvania,459.0,Cable,10.0,0.781,250,57.95,0.0,0.0,57.95,0.0,Yes
308,"Blue Ridge Cable Technologies, Inc.",Pennsylvania,459.0,Cable,15.0,2.0,250,67.95,0.0,0.0,67.95,0.0,Yes
309,"Blue Ridge Cable Technologies, Inc.",Pennsylvania,459.0,Cable,30.0,3.0,250,84.95,0.0,0.0,84.95,0.0,Yes
310,"Blue Ridge Cable Technologies, Inc.",Pennsylvania,459.0,Cable,50.0,5.0,250,124.95,0.0,0.0,124.95,0.0,No
311,"Bright House Networks, LLC",Alabama,1032.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
312,"Bright House Networks, LLC",Alabama,1545.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
313,"Bright House Networks, LLC",Alabama,1032.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
314,"Bright House Networks, LLC",Alabama,1545.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
315,"Bright House Networks, LLC",Alabama,1032.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
316,"Bright House Networks, LLC",Alabama,1545.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
317,"Bright House Networks, LLC",Alabama,1032.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
318,"Bright House Networks, LLC",Alabama,1545.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
319,"Bright House Networks, LLC",Alabama,1032.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
320,"Bright House Networks, LLC",Alabama,1545.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
321,"Bright House Networks, LLC",Florida,577.5,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
322,"Bright House Networks, LLC",Florida,870.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
323,"Bright House Networks, LLC",Florida,1058.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
324,"Bright House Networks, LLC",Florida,1128.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
325,"Bright House Networks, LLC",Florida,1147.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
326,"Bright House Networks, LLC",Florida,1423.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
327,"Bright House Networks, LLC",Florida,1843.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
328,"Bright House Networks, LLC",Florida,1844.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
329,"Bright House Networks, LLC",Florida,2396.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
330,"Bright House Networks, LLC",Florida,2422.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
331,"Bright House Networks, LLC",Florida,2751.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
332,"Bright House Networks, LLC",Florida,577.5,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
333,"Bright House Networks, LLC",Florida,870.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
334,"Bright House Networks, LLC",Florida,1058.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
335,"Bright House Networks, LLC",Florida,1128.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
336,"Bright House Networks, LLC",Florida,1147.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
337,"Bright House Networks, LLC",Florida,1423.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
338,"Bright House Networks, LLC",Florida,1843.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
339,"Bright House Networks, LLC",Florida,1844.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
340,"Bright House Networks, LLC",Florida,2396.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
341,"Bright House Networks, LLC",Florida,2422.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
342,"Bright House Networks, LLC",Florida,2751.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
343,"Bright House Networks, LLC",Florida,577.5,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
344,"Bright House Networks, LLC",Florida,870.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
345,"Bright House Networks, LLC",Florida,1058.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
346,"Bright House Networks, LLC",Florida,1128.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
347,"Bright House Networks, LLC",Florida,1147.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
348,"Bright House Networks, LLC",Florida,1423.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
349,"Bright House Networks, LLC",Florida,1843.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
350,"Bright House Networks, LLC",Florida,1844.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
351,"Bright House Networks, LLC",Florida,2396.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
352,"Bright House Networks, LLC",Florida,2422.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
353,"Bright House Networks, LLC",Florida,2751.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
354,"Bright House Networks, LLC",Florida,577.5,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
355,"Bright House Networks, LLC",Florida,870.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
356,"Bright House Networks, LLC",Florida,1058.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
357,"Bright House Networks, LLC",Florida,1128.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
358,"Bright House Networks, LLC",Florida,1147.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
359,"Bright House Networks, LLC",Florida,1423.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
360,"Bright House Networks, LLC",Florida,1843.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
361,"Bright House Networks, LLC",Florida,1844.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
362,"Bright House Networks, LLC",Florida,2396.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
363,"Bright House Networks, LLC",Florida,2422.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
364,"Bright House Networks, LLC",Florida,2751.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
365,"Bright House Networks, LLC",Florida,577.5,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
366,"Bright House Networks, LLC",Florida,870.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
367,"Bright House Networks, LLC",Florida,1058.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
368,"Bright House Networks, LLC",Florida,1128.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
369,"Bright House Networks, LLC",Florida,1147.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
370,"Bright House Networks, LLC",Florida,1423.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
371,"Bright House Networks, LLC",Florida,1843.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
372,"Bright House Networks, LLC",Florida,1844.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
373,"Bright House Networks, LLC",Florida,2396.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
374,"Bright House Networks, LLC",Florida,2422.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
375,"Bright House Networks, LLC",Florida,2751.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
376,"Bright House Networks, LLC",Indiana,1380.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
377,"Bright House Networks, LLC",Indiana,1380.0,Cable,10.0,1.0,Unlimited,54.0,0.0,0.0,54.0,0.0,Yes
378,"Bright House Networks, LLC",Indiana,1380.0,Cable,30.0,2.0,Unlimited,74.0,0.0,0.0,74.0,0.0,Yes
379,"Bright House Networks, LLC",Indiana,1380.0,Cable,60.0,5.0,Unlimited,89.0,0.0,0.0,89.0,0.0,No
380,"Bright House Networks, LLC",Indiana,1380.0,Cable,90.0,10.0,Unlimited,104.0,0.0,0.0,104.0,0.0,No
381,"Bright House Networks, LLC",Michigan,2843.0,Cable,1.0,0.5,Unlimited,37.0,0.0,0.0,37.0,0.0,No
382,"Bright House Networks, LLC",Michigan,2843.0,Cable,10.0,1.0,Unlimited,54.95,0.0,0.0,54.95,0.0,Yes
383,"Bright House Networks, LLC",Michigan,2843.0,Cable,30.0,2.0,Unlimited,74.95,0.0,0.0,74.95,0.0,Yes
384,"Bright House Networks, LLC",Michigan,2843.0,Cable,60.0,5.0,Unlimited,89.95,0.0,0.0,89.95,0.0,No
385,"Bright House Networks, LLC",Michigan,2843.0,Cable,90.0,10.0,Unlimited,104.95,0.0,0.0,104.95,0.0,No
386,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,1.0,0.5,0,39.95,4.0,0.0,43.95,0.0,No
387,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,1.5,0.5,20,40.95,1.23,0.0,42.18,0.0,No
388,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,5.0,0.5,75,43.95,1.32,0.0,45.27,0.0,Yes
389,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,10.0,0.5,100,53.95,1.62,0.0,55.57,0.0,Yes
390,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,15.0,0.5,150,63.95,1.92,0.0,65.87,0.0,Yes
391,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,20.0,1.0,200,75.95,2.28,0.0,78.23,0.0,Yes
392,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,30.0,1.0,250,90.95,2.73,0.0,93.68,0.0,Yes
393,"Buford Communications 1, L.P.",Arkansas,2151.0,Cable,50.0,1.0,300,105.95,3.18,0.0,109.13,0.0,No
394,"Cable One, Inc.",Mississippi,1629.0,Cable,15.0,1.0,50,35.0,0.0,0.0,35.0,0.0,Yes
395,"Cable One, Inc.",Mississippi,1629.0,Cable,50.0,3.0,300,35.0,0.0,0.0,35.0,0.0,No
396,"Cable One, Inc.",Mississippi,1629.0,Cable,60.0,4.0,400,75.0,0.0,0.0,75.0,0.0,No
397,"Cable One, Inc.",Mississippi,1629.0,Cable,70.0,6.0,500,100.0,0.0,0.0,100.0,0.0,No
398,"Cable One, Inc.",Missouri,1779.0,Cable,15.0,1.0,50,35.0,0.0,0.0,35.0,0.0,Yes
399,"Cable One, Inc.",Missouri,1779.0,Cable,50.0,3.0,300,35.0,0.0,0.0,35.0,0.0,No
400,"Cable One, Inc.",Missouri,1779.0,Cable,60.0,4.0,400,75.0,0.0,0.0,75.0,0.0,No
401,"Cable One, Inc.",Missouri,1779.0,Cable,70.0,6.0,500,100.0,0.0,0.0,100.0,0.0,No
402,Canby Telephone Association,Oregon,542.5,DSL,5.0,5.0,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
403,Canby Telephone Association,Oregon,542.5,DSL,10.0,10.0,Unlimited,49.95,0.0,0.0,49.95,0.0,Yes
404,Canby Telephone Association,Oregon,542.5,FTTH,5.0,5.0,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
405,Canby Telephone Association,Oregon,542.5,FTTH,10.0,10.0,Unlimited,49.95,0.0,0.0,49.95,0.0,Yes
406,Canby Telephone Association,Oregon,1085.0,FTTH,30.0,30.0,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
407,Canby Telephone Association,Oregon,1085.0,FTTH,60.0,60.0,Unlimited,79.95,0.0,0.0,79.95,0.0,No
408,Canby Telephone Association,Oregon,1085.0,FTTH,1000.0,1000.0,Unlimited,99.95,0.0,0.0,99.95,0.0,No
409,CentraCom Interactive,Utah,917.5,DSL,6.0,0.5,Unlimited,35.95,0.0,0.0,35.95,0.0,Yes
410,CentraCom Interactive,Utah,917.5,DSL,12.0,1.0,Unlimited,55.95,0.0,0.0,55.95,0.0,Yes
411,"CenturyLink, Inc.",Arizona,2978.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
412,"CenturyLink, Inc.",Arizona,4316.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
413,"CenturyLink, Inc.",Arizona,2978.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
414,"CenturyLink, Inc.",Arizona,4316.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
415,"CenturyLink, Inc.",Arizona,2978.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
416,"CenturyLink, Inc.",Arizona,4316.328,DSL,4.0,1.0,250,50.0,0.0,0.99,50.99,0.0,Yes
417,"CenturyLink, Inc.",Arizona,2978.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
418,"CenturyLink, Inc.",Arizona,4316.328,DSL,5.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
419,"CenturyLink, Inc.",Arizona,2978.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
420,"CenturyLink, Inc.",Arizona,4316.328,DSL,7.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
421,"CenturyLink, Inc.",Arizona,2978.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
422,"CenturyLink, Inc.",Arizona,4316.328,DSL,12.0,0.875,250,55.0,0.0,0.99,55.99,0.0,Yes
423,"CenturyLink, Inc.",Arizona,2978.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
424,"CenturyLink, Inc.",Arizona,4316.328,DSL,20.0,0.875,250,65.0,0.0,0.99,65.99,0.0,Yes
425,"CenturyLink, Inc.",Arizona,1489.164,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
426,"CenturyLink, Inc.",Arizona,2158.164,DSL,40.0,5.0,250,105.0,0.0,0.99,105.99,0.0,Yes
427,"CenturyLink, Inc.",Arizona,1489.164,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
428,"CenturyLink, Inc.",Arizona,2158.164,DSL,40.0,20.0,250,115.0,0.0,0.99,115.99,0.0,Yes
429,"CenturyLink, Inc.",Colorado,2578.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
430,"CenturyLink, Inc.",Colorado,3252.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
431,"CenturyLink, Inc.",Colorado,3402.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
432,"CenturyLink, Inc.",Colorado,4394.328,DSL,1.5,0.875,150,35.0,0.0,0.99,35.99,0.0,No
433,"CenturyLink, Inc.",Colorado,2578.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
434,"CenturyLink, Inc.",Colorado,3252.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
435,"CenturyLink, Inc.",Colorado,3402.328,DSL,3.0,0.875,250,45.0,0.0,0.99,45.99,0.0,Yes
